,Material,Diameter (nm),Zeta potential (mV),Cell_type,Concentration (g/L),Viability (%),Coat,Line_Primary_Cell,Animal,Cell_morphology,Cell_age,Cell_organ,Time (h),Test,Test_indicator,Molecular weight (g/mol),Electronegativity,Elements,Ionic radius
819,Co3O4,200.0,45.31207623750339,BEAS-2B,2.658600177942857e-09,91.099655,0,L,human,Epithelial,Adult,lung,24.0,Live/Dead,TrypanBlue,240.797185,2.771428571428572,Co,0.7683333333333334
820,Co3O4,78.3,45.31207623750339,Hepatocytes,0.025,137.9,0,P,catfish,Epithelial,Adult,liver,48.0,MTT,TetrazoliumSalt,240.797185,2.771428571428572,Co,0.7683333333333334
821,Co3O4,78.3,45.31207623750339,Hepatocytes,0.2,70.095,0,P,catfish,Epithelial,Adult,liver,48.0,MTT,TetrazoliumSalt,240.797185,2.771428571428572,Co,0.7683333333333334
822,Co3O4,78.3,45.31207623750339,HepG2,0.01,70.635,0,L,human,Epithelial,Adult,liver,48.0,MTT,TetrazoliumSalt,240.797185,2.771428571428572,Co,0.7683333333333334
823,Co3O4,78.3,45.31207623750339,HepG2,0.025,42.381,0,L,human,Epithelial,Adult,liver,48.0,MTT,TetrazoliumSalt,240.797185,2.771428571428572,Co,0.7683333333333334
824,Co3O4,78.3,45.31207623750339,HepG2,0.05,23.968,0,L,human,Epithelial,Adult,liver,48.0,MTT,TetrazoliumSalt,240.797185,2.771428571428572,Co,0.7683333333333334
825,Co3O4,78.3,45.31207623750339,Hepatocytes,0.1,82.095,0,P,catfish,Epithelial,Adult,liver,48.0,MTT,TetrazoliumSalt,240.797185,2.771428571428572,Co,0.7683333333333334
826,Co3O4,78.3,45.31207623750339,Hepatocytes,0.05,114.1,0,P,catfish,Epithelial,Adult,liver,48.0,MTT,TetrazoliumSalt,240.797185,2.771428571428572,Co,0.7683333333333334
827,Co3O4,200.0,45.31207623750339,BEAS-2B,3.738780297303876e-11,99.41581,0,L,human,Epithelial,Adult,lung,24.0,Live/Dead,TrypanBlue,240.797185,2.771428571428572,Co,0.7683333333333334
828,Co3O4,200.0,45.31207623750339,BEAS-2B,6.589975429234175e-10,98.281784,0,L,human,Epithelial,Adult,lung,24.0,Live/Dead,TrypanBlue,240.797185,2.771428571428572,Co,0.7683333333333334
829,Co3O4,200.0,45.31207623750339,BEAS-2B,3.9260710051200087e-10,79.319725,0,L,human,Epithelial,Adult,lung,72.0,CellTiterGlo,luciferase,240.797185,2.771428571428572,Co,0.7683333333333334
830,Co3O4,200.0,45.31207623750339,BEAS-2B,3.546167538793759e-09,44.14966,0,L,human,Epithelial,Adult,lung,72.0,CellTiterGlo,luciferase,240.797185,2.771428571428572,Co,0.7683333333333334
831,Cu2O,88.5,118.7302016664654,A549,1.168783423773078e-07,94.409935,0,L,human,Epithelial,Adult,lung,3.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
832,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.0911471068582931e-08,11.851851,0,L,human,Macrophage,Adult,blood,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
833,Cu2O,88.5,118.7302016664654,A549,3.633049908779192e-07,78.01242,0,L,human,Epithelial,Adult,lung,3.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
834,Cu2O,88.5,118.7302016664654,A549,1.0911471068582928e-10,112.79503,0,L,human,Epithelial,Adult,lung,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
835,Cu2O,88.5,118.7302016664654,A549,3.760076999485917e-08,69.06832,0,L,human,Epithelial,Adult,lung,3.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
836,Cu2O,88.5,118.7302016664654,A549,1.1292983016466179e-11,108.32298,0,L,human,Epithelial,Adult,lung,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
837,Cu2O,88.5,118.7302016664654,A549,1.0911471068582928e-10,101.86336,0,L,human,Epithelial,Adult,lung,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
838,Cu2O,88.5,118.7302016664654,A549,3.7600768903712076e-11,95.403725,0,L,human,Epithelial,Adult,lung,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
839,Cu2O,88.5,118.7302016664654,A549,1.054284720475233e-09,96.397514,0,L,human,Epithelial,Adult,lung,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
840,Cu2O,88.5,118.7302016664654,A549,3.6330497996644814e-09,67.08074,0,L,human,Epithelial,Adult,lung,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
841,Cu2O,88.5,118.7302016664654,A549,3.633050017893904e-08,3.9751554,0,L,human,Epithelial,Adult,lung,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
842,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.129886539051926e-07,3.3862433,0,L,human,Macrophage,Adult,blood,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
843,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.573014667615716e-09,85.07937,0,L,human,Macrophage,Adult,blood,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
844,Cu2O,88.5,118.7302016664654,A549,3.633050017893904e-08,23.354036,0,L,human,Epithelial,Adult,lung,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
845,Cu2O,88.5,118.7302016664654,A549,3.633049908779192e-07,0.0,0,L,human,Epithelial,Adult,lung,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
846,Cu2O,88.5,118.7302016664654,A549,1.091147106858293e-11,107.32919,0,L,human,Epithelial,Adult,lung,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
847,Cu2O,88.5,118.7302016664654,A549,1.129298410761329e-07,31.304348,0,L,human,Epithelial,Adult,lung,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
848,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.091147106858293e-07,79.15344,0,L,human,Macrophage,Adult,blood,11.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
849,Cu2O,88.5,118.7302016664654,A549,1.0911471068582931e-08,20.869566,0,L,human,Epithelial,Adult,lung,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
850,Cu2O,88.5,118.7302016664654,A549,3.6330497996644814e-09,43.229813,0,L,human,Epithelial,Adult,lung,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
851,Cu2O,88.5,118.7302016664654,A549,1.091147106858293e-11,95.403725,0,L,human,Epithelial,Adult,lung,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
852,Cu2O,88.5,118.7302016664654,A549,1.091147106858293e-07,3.9751554,0,L,human,Epithelial,Adult,lung,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
853,Cu2O,88.5,118.7302016664654,A549,3.633049908779193e-10,82.484474,0,L,human,Epithelial,Adult,lung,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
854,Cu2O,88.5,118.7302016664654,A549,1.0911471068582928e-10,94.409935,0,L,human,Epithelial,Adult,lung,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
855,Cu2O,88.5,118.7302016664654,A549,3.5103142996437396e-11,96.89441,0,L,human,Epithelial,Adult,lung,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
856,Cu2O,88.5,118.7302016664654,A549,3.6330500178939016e-11,113.78882,0,L,human,Epithelial,Adult,lung,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
857,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.450510054322787e-11,109.20635,0,L,human,Macrophage,Adult,blood,4.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
858,Cu2O,88.5,118.7302016664654,A549,1.1687834237730782e-08,77.01863,0,L,human,Epithelial,Adult,lung,3.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
859,Cu2O,88.5,118.7302016664654,A549,1.091147106858293e-11,96.397514,0,L,human,Epithelial,Adult,lung,3.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
860,Cu2O,88.5,118.7302016664654,A549,3.633049908779192e-07,42.732918,0,L,human,Epithelial,Adult,lung,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
861,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.573014885845138e-11,88.04233,0,L,human,Macrophage,Adult,blood,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
862,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.1298865390519261e-09,93.544975,0,L,human,Macrophage,Adult,blood,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
863,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.0911471068582928e-10,95.2381,0,L,human,Macrophage,Adult,blood,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
864,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.091147106858293e-09,46.984127,0,L,human,Macrophage,Adult,blood,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
865,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.573014667615716e-09,31.74603,0,L,human,Macrophage,Adult,blood,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
866,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.129886539051926e-08,10.1587305,0,L,human,Macrophage,Adult,blood,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
867,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.5730149949598493e-08,10.1587305,0,L,human,Macrophage,Adult,blood,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
868,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.091147106858293e-07,5.9259257,0,L,human,Macrophage,Adult,blood,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
869,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.699868811506005e-07,5.684342e-14,0,L,human,Macrophage,Adult,blood,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
870,Cu2O,88.5,118.7302016664654,A549,3.8915456044911106e-11,94.90683,0,L,human,Epithelial,Adult,lung,3.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
871,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.5730148858451377e-10,83.809525,0,L,human,Macrophage,Adult,blood,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
872,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.5730148858451377e-10,104.55026,0,L,human,Macrophage,Adult,blood,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
873,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.0911471068582928e-10,95.2381,0,L,human,Macrophage,Adult,blood,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
874,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.0537359280378387e-10,84.2328,0,L,human,Macrophage,Adult,blood,5.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
875,Cu2O,88.5,118.7302016664654,A549,3.633049908779192e-07,0.0,0,L,human,Epithelial,Adult,lung,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
876,Cu2O,88.5,118.7302016664654,A549,1.0911471068582931e-08,13.913043,0,L,human,Epithelial,Adult,lung,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
877,Cu2O,88.5,118.7302016664654,A549,3.633049908779193e-10,101.86336,0,L,human,Epithelial,Adult,lung,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
878,Cu2O,88.5,118.7302016664654,A549,1.0911471068582931e-08,11.428572,0,L,human,Epithelial,Adult,lung,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
879,Cu2O,88.5,118.7302016664654,A549,3.510314081414318e-09,93.416145,0,L,human,Epithelial,Adult,lung,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
880,Cu2O,88.5,118.7302016664654,A549,1.091147106858293e-09,110.80746,0,L,human,Epithelial,Adult,lung,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
881,Cu2O,88.5,118.7302016664654,A549,1.129298410761329e-07,0.0,0,L,human,Epithelial,Adult,lung,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
882,Cu2O,88.5,118.7302016664654,A549,3.633049908779193e-10,119.25466,0,L,human,Epithelial,Adult,lung,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
883,Cu2O,88.5,118.7302016664654,A549,1.091147106858293e-09,54.658386,0,L,human,Epithelial,Adult,lung,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
884,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.3322054844735747e-10,93.1217,0,L,human,Macrophage,Adult,blood,6.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
885,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.053735928037839e-11,106.666664,0,L,human,Macrophage,Adult,blood,24.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
886,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.450510054322787e-11,109.20635,0,L,human,Macrophage,Adult,blood,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
887,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.0911471068582931e-08,98.20106,0,L,human,Macrophage,Adult,blood,9.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
888,Cu2O,88.5,118.7302016664654,A549,1.0911471068582928e-10,94.90683,0,L,human,Epithelial,Adult,lung,3.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
889,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.1298865390519261e-09,92.27513,0,L,human,Macrophage,Adult,blood,7.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
890,Cu2O,88.5,118.7302016664654,A549,3.633049908779193e-10,102.85714,0,L,human,Epithelial,Adult,lung,3.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
891,Cu2O,88.5,118.7302016664654,A549,1.168783532887789e-09,95.90062,0,L,human,Epithelial,Adult,lung,3.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
892,Cu2O,88.5,118.7302016664654,A549,3.760076999485918e-09,103.354034,0,L,human,Epithelial,Adult,lung,3.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
893,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.699868811506006e-08,13.121693,0,L,human,Macrophage,Adult,blood,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
894,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.699868811506005e-07,0.0,0,L,human,Macrophage,Adult,blood,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
895,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.699868811506005e-09,113.01588,0,L,human,Macrophage,Adult,blood,8.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
896,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.699868811506005e-07,74.07407,0,L,human,Macrophage,Adult,blood,12.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
897,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.053735928037839e-11,109.62963,0,L,human,Macrophage,Adult,blood,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
898,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.699868811506005e-11,103.703705,0,L,human,Macrophage,Adult,blood,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
899,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.5730148858451377e-10,68.14815,0,L,human,Macrophage,Adult,blood,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
900,Cu2O,88.5,118.7302016664654,A549,3.51031429964374e-08,0.0,0,L,human,Epithelial,Adult,lung,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
901,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.1298865390519259e-10,93.1217,0,L,human,Macrophage,Adult,blood,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
902,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.053735928037839e-11,113.862434,0,L,human,Macrophage,Adult,blood,3.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
903,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.091147106858293e-11,105.39683,0,L,human,Macrophage,Adult,blood,3.0,MTT,TetrazoliumSalt,143.0914,2.4133333333333336,Cu,0.82
904,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.699868811506006e-08,96.93121,0,L,human,Macrophage,Adult,blood,10.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
905,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.129886539051926e-07,21.16402,0,L,human,Macrophage,Adult,blood,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
906,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.699868811506005e-07,25.820107,0,L,human,Macrophage,Adult,blood,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
907,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.699868811506006e-08,18.624338,0,L,human,Macrophage,Adult,blood,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
908,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.0911471068582931e-08,17.777779,0,L,human,Macrophage,Adult,blood,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
909,Cu2O,88.5,118.7302016664654,PMA activated THP-1,3.573014667615716e-09,22.857143,0,L,human,Macrophage,Adult,blood,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
910,Cu2O,88.5,118.7302016664654,PMA activated THP-1,1.091147106858293e-09,30.05291,0,L,human,Macrophage,Adult,blood,24.0,NR,toluylene red,143.0914,2.4133333333333336,Cu,0.82
911,CuO,28.0,-39.67,Hepatocytes,0.1,67.81,0,P,catfish,Epithelial,Adult,liver,48.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
912,CuO,28.0,-39.67,Hepatocytes,0.025,89.333,0,P,catfish,Epithelial,Adult,liver,48.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
913,CuO,30.0,-39.67,A549,0.001,103.7,0,L,human,Epithelial,Adult,lung,24.0,CCK-8,TetrazoliumSalt,79.5454,2.67,Cu,0.82
914,CuO,28.0,-39.67,Hepatocytes,0.2,48.952,0,P,catfish,Epithelial,Adult,liver,48.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
915,CuO,28.0,-39.67,Hepatocytes,0.05,90.667,0,P,catfish,Epithelial,Adult,liver,48.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
916,CuO,22.83,-39.67,HepG2,0.05,33.333,0,L,human,Epithelial,Adult,liver,24.0,NRU,NeutralRed,79.5454,2.67,Cu,0.82
917,CuO,46.3,-39.67,HCMEC,0.0001,96.04,0,P,human,Epithelial,Adult,heart,12.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
918,CuO,46.3,-39.67,HCMEC,1e-06,98.02,0,P,human,Epithelial,Adult,heart,12.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
919,CuO,46.3,-39.67,HCMEC,0.001,96.066,0,P,human,Epithelial,Adult,heart,24.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
920,CuO,46.3,-39.67,HCMEC,1e-05,95.71,0,P,human,Epithelial,Adult,heart,12.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
921,CuO,46.3,-39.67,HCMEC,0.005,82.838,0,P,human,Epithelial,Adult,heart,12.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
922,CuO,28.0,-39.67,HepG2,0.005,51.746,0,L,human,Epithelial,Adult,liver,48.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
923,CuO,46.3,-39.67,HCMEC,0.001,99.01,0,P,human,Epithelial,Adult,heart,12.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
924,CuO,22.83,-39.67,HepG2,0.025,40.155,0,L,human,Epithelial,Adult,liver,24.0,NRU,NeutralRed,79.5454,2.67,Cu,0.82
925,CuO,28.0,-39.67,HepG2,0.01,38.889,0,L,human,Epithelial,Adult,liver,48.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
926,CuO,46.3,-39.67,HCMEC,0.02,14.426,0,P,human,Epithelial,Adult,heart,24.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
927,CuO,30.0,-39.67,A549,0.005,97.86,0,L,human,Epithelial,Adult,lung,24.0,CCK-8,TetrazoliumSalt,79.5454,2.67,Cu,0.82
928,CuO,46.3,-39.67,HCMEC,0.02,45.215,0,P,human,Epithelial,Adult,heart,12.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
929,CuO,30.0,-39.67,A549,0.02,84.241,0,L,human,Epithelial,Adult,lung,24.0,CCK-8,TetrazoliumSalt,79.5454,2.67,Cu,0.82
930,CuO,46.3,-39.67,HCMEC,0.01,63.366,0,P,human,Epithelial,Adult,heart,12.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
931,CuO,46.3,-39.67,HCMEC,0.01,42.951,0,P,human,Epithelial,Adult,heart,24.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
932,CuO,46.3,-39.67,HCMEC,0.05,16.172,0,P,human,Epithelial,Adult,heart,12.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
933,CuO,46.3,-39.67,HCMEC,0.1,14.191,0,P,human,Epithelial,Adult,heart,12.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
934,CuO,30.0,-39.67,A549,0.04,19.844,0,L,human,Epithelial,Adult,lung,24.0,CCK-8,TetrazoliumSalt,79.5454,2.67,Cu,0.82
935,CuO,46.3,-39.67,HCMEC,0.1,12.787,0,P,human,Epithelial,Adult,heart,24.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
936,CuO,46.3,-39.67,HCMEC,0.005,74.754,0,P,human,Epithelial,Adult,heart,24.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
937,CuO,28.2,-39.67,A549,0.02,126.3,0,L,human,Epithelial,Adult,lung,4.0,CellTiterBlue,AlamarBlue,79.5454,2.67,Cu,0.82
938,CuO,28.2,-39.67,A549,0.005,124.78,0,L,human,Epithelial,Adult,lung,4.0,CellTiterBlue,AlamarBlue,79.5454,2.67,Cu,0.82
939,CuO,46.3,-39.67,HCMEC,0.0001,95.082,0,P,human,Epithelial,Adult,heart,24.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
940,CuO,30.0,-39.67,A549,0.04,2.5292,0,L,human,Epithelial,Adult,lung,48.0,CCK-8,TetrazoliumSalt,79.5454,2.67,Cu,0.82
941,CuO,30.0,-39.67,A549,0.0005,109.73,0,L,human,Epithelial,Adult,lung,24.0,CCK-8,TetrazoliumSalt,79.5454,2.67,Cu,0.82
942,CuO,46.3,-39.67,HCMEC,1e-05,99.672,0,P,human,Epithelial,Adult,heart,24.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
943,CuO,22.83,-39.67,HepG2,0.05,27.935,0,L,human,Epithelial,Adult,liver,24.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
944,CuO,28.2,-39.67,A549,0.04,101.09,0,L,human,Epithelial,Adult,lung,4.0,CellTiterBlue,AlamarBlue,79.5454,2.67,Cu,0.82
945,CuO,30.0,-39.67,A549,0.03,2.9183,0,L,human,Epithelial,Adult,lung,48.0,CCK-8,TetrazoliumSalt,79.5454,2.67,Cu,0.82
946,CuO,33.0,-39.67,SH-SY5Y,7.95454e-08,34.999928,0,L,human,Epithelial,Adult,bone marrow,48.0,MTS,TetrazoliumSalt,79.5454,2.67,Cu,0.82
947,CuO,239.0,-39.67,HCMEC,2.9284839160272786e-11,5.736289999999997,0,P,human,Endothelial,Adult,heart,24.0,LDH,ldh activity assay kit,79.5454,2.67,Cu,0.82
948,CuO,10.0,-39.67,A549,0.005,103.31,0,L,human,Epithelial,Adult,lung,24.0,MTS,TetrazoliumSalt,79.5454,2.67,Cu,0.82
949,CuO,22.83,-39.67,HepG2,0.002,83.404,0,L,human,Epithelial,Adult,liver,24.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
950,CuO,22.83,-39.67,HepG2,0.005,69.094,0,L,human,Epithelial,Adult,liver,24.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
951,CuO,22.83,-39.67,HepG2,0.01,51.412,0,L,human,Epithelial,Adult,liver,24.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
952,CuO,22.83,-39.67,HepG2,0.025,34.027,0,L,human,Epithelial,Adult,liver,24.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
953,CuO,22.83,-39.67,HepG2,0.002,81.395,0,L,human,Epithelial,Adult,liver,24.0,NRU,NeutralRed,79.5454,2.67,Cu,0.82
954,CuO,22.83,-39.67,HepG2,0.005,66.202,0,L,human,Epithelial,Adult,liver,24.0,NRU,NeutralRed,79.5454,2.67,Cu,0.82
955,CuO,22.83,-39.67,HepG2,0.01,51.163,0,L,human,Epithelial,Adult,liver,24.0,NRU,NeutralRed,79.5454,2.67,Cu,0.82
956,CuO,30.0,-39.67,A549,0.03,56.42,0,L,human,Epithelial,Adult,lung,24.0,CCK-8,TetrazoliumSalt,79.5454,2.67,Cu,0.82
957,CuO,28.0,-39.67,HepG2,0.05,13.651,0,L,human,Epithelial,Adult,liver,48.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
958,CuO,30.0,-39.67,A549,0.05,4.2802,0,L,human,Epithelial,Adult,lung,24.0,CCK-8,TetrazoliumSalt,79.5454,2.67,Cu,0.82
959,CuO,46.3,-39.67,HCMEC,1e-06,95.738,0,P,human,Epithelial,Adult,heart,24.0,MTT,TetrazoliumSalt,79.5454,2.67,Cu,0.82
960,CuO,30.0,-39.67,A549,0.1,3.3074,0,L,human,Epithelial,Adult,lung,24.0,CCK-8,TetrazoliumSalt,79.5454,2.67,Cu,0.82
961,CuO,10.0,-39.67,A549,0.01,98.455,0,L,human,Epithelial,Adult,lung,24.0,MTS,TetrazoliumSalt,79.5454,2.67,Cu,0.82
962,CuO,28.2,-39.67,A549,0.01,128.04,0,L,human,Epithelial,Adult,lung,4.0,CellTiterBlue,AlamarBlue,79.5454,2.67,Cu,0.82
963,CuO,10.0,-39.67,A549,0.025,84.768,0,L,human,Epithelial,Adult,lung,24.0,MTS,TetrazoliumSalt,79.5454,2.67,Cu,0.82
964,CuO,10.0,-39.67,A549,0.05,56.291,0,L,human,Epithelial,Adult,lung,24.0,MTS,TetrazoliumSalt,79.5454,2.67,Cu,0.82
965,CuO,10.0,-39.67,A549,0.1,15.011,0,L,human,Epithelial,Adult,lung,24.0,MTS,TetrazoliumSalt,79.5454,2.67,Cu,0.82
