,Material,Diameter (nm),Zeta potential (mV),Cell_type,Concentration (g/L),Viability (%),Coat,Line_Primary_Cell,Animal,Cell_morphology,Cell_age,Cell_organ,Time (h),Test,Test_indicator,Molecular weight (g/mol),Electronegativity,Elements,Ionic radius
0,Ag,28.41,-33.33,HeLa,3.555454180043988e-07,3.661017,0,L,human,Epithelial,Adult,cervix,72.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
1,Ag,28.41,-33.33,HeLa,2.84436334403519e-08,48.47682,0,L,human,Epithelial,Adult,cervix,48.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
2,Ag,28.41,-33.33,HeLa,1.137745337614076e-07,65.960266,0,L,human,Epithelial,Adult,cervix,24.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
3,Ag,28.41,-33.33,HaCat,8.533090032105572e-07,23.713354,0,L,human,Keratinocyte,Adult,skin,48.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
4,Ag,28.41,-33.33,HaCat,8.533090032105572e-07,20.521173,0,L,human,Keratinocyte,Adult,skin,72.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
5,Ag,28.41,-33.33,HaCat,1.137745337614076e-06,21.889252,0,L,human,Keratinocyte,Adult,skin,48.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
6,Ag,28.41,-33.33,HaCat,5.688726688070381e-07,3.986711,0,L,human,Keratinocyte,Adult,skin,72.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
7,Ag,28.41,-33.33,HeLa,1.137745337614076e-07,18.305084,0,L,human,Epithelial,Adult,cervix,24.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
8,Ag,28.41,-33.33,HeLa,3.555454180043988e-07,32.083332,0,L,human,Epithelial,Adult,cervix,24.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
9,Ag,28.41,-33.33,HaCat,1.422181672017595e-06,11.561461,0,L,human,Keratinocyte,Adult,skin,24.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
10,Ag,28.41,-33.33,HaCat,1.137745337614076e-06,6.7774086,0,L,human,Keratinocyte,Adult,skin,72.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
11,Ag,28.41,-33.33,HaCat,1.137745337614076e-06,5.9800663,0,L,human,Keratinocyte,Adult,skin,48.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
12,Ag,28.41,-33.33,HaCat,1.137745337614076e-06,9.568107,0,L,human,Keratinocyte,Adult,skin,24.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
13,Ag,28.41,-33.33,HaCat,8.533090032105572e-07,4.385382,0,L,human,Keratinocyte,Adult,skin,72.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
14,Ag,28.41,-33.33,HaCat,5.688726688070381e-07,3.1893687,0,L,human,Keratinocyte,Adult,skin,48.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
15,Ag,28.41,-33.33,HaCat,8.533090032105572e-07,4.385382,0,L,human,Keratinocyte,Adult,skin,48.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
16,Ag,28.41,-33.33,HaCat,5.688726688070381e-07,6.3787374,0,L,human,Keratinocyte,Adult,skin,24.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
17,Ag,28.41,-33.33,HeLa,1.137745337614076e-07,5.6949153,0,L,human,Epithelial,Adult,cervix,48.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
18,Ag,28.41,-33.33,HaCat,2.84436334403519e-07,9.1694355,0,L,human,Keratinocyte,Adult,skin,48.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
19,Ag,28.41,-33.33,HaCat,2.84436334403519e-07,12.358804,0,L,human,Keratinocyte,Adult,skin,24.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
20,Ag,28.41,-33.33,HaCat,1.422181672017595e-07,17.940199,0,L,human,Keratinocyte,Adult,skin,72.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
21,Ag,28.41,-33.33,HaCat,1.422181672017595e-07,20.730898,0,L,human,Keratinocyte,Adult,skin,48.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
22,Ag,28.41,-33.33,HaCat,1.422181672017595e-07,18.737541,0,L,human,Keratinocyte,Adult,skin,24.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
23,Ag,28.41,-33.33,HaCat,7.110908360087976e-08,38.671097,0,L,human,Keratinocyte,Adult,skin,72.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
24,Ag,28.41,-33.33,HaCat,1.422181672017595e-06,6.7774086,0,L,human,Keratinocyte,Adult,skin,48.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
25,Ag,28.41,-33.33,HaCat,7.110908360087976e-08,43.45515,0,L,human,Keratinocyte,Adult,skin,48.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
26,Ag,28.41,-33.33,HaCat,1.422181672017595e-06,9.1694355,0,L,human,Keratinocyte,Adult,skin,72.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
27,Ag,28.41,-33.33,HeLa,2.84436334403519e-08,9.355932,0,L,human,Epithelial,Adult,cervix,48.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
28,Ag,28.41,-33.33,HeLa,2.84436334403519e-07,12.610169,0,L,human,Epithelial,Adult,cervix,24.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
29,Ag,28.41,-33.33,HeLa,2.133272508026393e-07,2.8474576,0,L,human,Epithelial,Adult,cervix,72.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
30,Ag,28.41,-33.33,HeLa,2.133272508026393e-07,4.0677967,0,L,human,Epithelial,Adult,cervix,48.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
31,Ag,28.41,-33.33,HeLa,2.133272508026393e-07,13.016949,0,L,human,Epithelial,Adult,cervix,24.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
32,Ag,28.41,-33.33,HeLa,1.422181672017595e-07,2.8474576,0,L,human,Epithelial,Adult,cervix,72.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
33,Ag,28.41,-33.33,HeLa,1.422181672017595e-07,4.4745765,0,L,human,Epithelial,Adult,cervix,48.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
34,Ag,28.41,-33.33,HeLa,1.422181672017595e-07,16.271187,0,L,human,Epithelial,Adult,cervix,24.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
35,Ag,28.41,-33.33,HeLa,1.137745337614076e-07,4.881356,0,L,human,Epithelial,Adult,cervix,72.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
36,Ag,28.41,-33.33,HaCat,2.84436334403519e-07,5.9800663,0,L,human,Keratinocyte,Adult,skin,72.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
37,Ag,28.41,-33.33,HaCat,1.137745337614076e-06,35.570034,0,L,human,Keratinocyte,Adult,skin,24.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
38,Ag,28.41,-33.33,HaCat,8.533090032105572e-07,8.372093,0,L,human,Keratinocyte,Adult,skin,24.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
39,Ag,28.41,-33.33,HeLa,8.533090032105572e-08,5.2881355,0,L,human,Epithelial,Adult,cervix,72.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
40,Ag,28.41,-33.33,HaCat,5.688726688070381e-07,24.16938,0,L,human,Keratinocyte,Adult,skin,48.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
41,Ag,28.41,-33.33,HaCat,8.533090032105572e-07,34.65798,0,L,human,Keratinocyte,Adult,skin,24.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
42,Ag,28.41,-33.33,HeLa,5.6887266880703814e-08,7.322034,0,L,human,Epithelial,Adult,cervix,72.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
43,Ag,28.41,-33.33,HeLa,5.6887266880703814e-08,8.135593,0,L,human,Epithelial,Adult,cervix,48.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
44,Ag,28.41,-33.33,HeLa,5.6887266880703814e-08,61.42373,0,L,human,Epithelial,Adult,cervix,24.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
45,Ag,28.41,-33.33,HeLa,2.84436334403519e-08,6.915254,0,L,human,Epithelial,Adult,cervix,72.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
46,Ag,28.41,-33.33,HeLa,2.84436334403519e-08,101.28814,0,L,human,Epithelial,Adult,cervix,24.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
47,Ag,28.41,-33.33,HeLa,2.84436334403519e-07,3.661017,0,L,human,Epithelial,Adult,cervix,48.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
48,Ag,28.41,-33.33,HaCat,7.110908360087976e-08,60.199337,0,L,human,Keratinocyte,Adult,skin,24.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
49,Ag,28.41,-33.33,HaCat,3.555454180043988e-08,59.401993,0,L,human,Keratinocyte,Adult,skin,48.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
50,Ag,28.41,-33.33,HeLa,5.6887266880703814e-08,71.12583,0,L,human,Epithelial,Adult,cervix,24.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
51,Ag,28.41,-33.33,HaCat,5.688726688070381e-07,19.153095,0,L,human,Keratinocyte,Adult,skin,72.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
52,Ag,28.41,-33.33,HeLa,2.84436334403519e-08,44.90066,0,L,human,Epithelial,Adult,cervix,72.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
53,Ag,28.41,-33.33,HeLa,2.84436334403519e-08,85.82781,0,L,human,Epithelial,Adult,cervix,24.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
54,Ag,28.41,-33.33,HaCat,1.422181672017595e-06,22.801304,0,L,human,Keratinocyte,Adult,skin,72.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
55,Ag,28.41,-33.33,HaCat,1.422181672017595e-06,23.25733,0,L,human,Keratinocyte,Adult,skin,48.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
56,Ag,28.41,-33.33,HaCat,1.422181672017595e-06,35.114006,0,L,human,Keratinocyte,Adult,skin,24.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
57,Ag,28.41,-33.33,HaCat,1.137745337614076e-06,22.345278,0,L,human,Keratinocyte,Adult,skin,72.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
58,Ag,28.41,-33.33,HeLa,2.84436334403519e-07,27.019867,0,L,human,Epithelial,Adult,cervix,48.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
59,Ag,28.41,-33.33,HeLa,1.137745337614076e-07,29.403973,0,L,human,Epithelial,Adult,cervix,48.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
60,Ag,28.41,-33.33,HeLa,1.422181672017595e-07,60.7947,0,L,human,Epithelial,Adult,cervix,24.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
61,Ag,28.41,-33.33,HeLa,8.533090032105572e-08,6.915254,0,L,human,Epithelial,Adult,cervix,48.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
62,Ag,28.41,-33.33,HeLa,8.533090032105572e-08,58.98305,0,L,human,Epithelial,Adult,cervix,24.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
63,Ag,28.41,-33.33,HaCat,2.84436334403519e-07,28.729641,0,L,human,Keratinocyte,Adult,skin,48.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
64,Ag,28.41,-33.33,HeLa,5.6887266880703814e-08,45.29801,0,L,human,Epithelial,Adult,cervix,48.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
65,Ag,28.41,-33.33,HaCat,3.555454180043988e-08,55.016613,0,L,human,Keratinocyte,Adult,skin,72.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
66,Ag,28.41,-33.33,HeLa,5.6887266880703814e-08,40.13245,0,L,human,Epithelial,Adult,cervix,72.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
67,Ag,28.41,-33.33,HeLa,8.533090032105572e-08,33.377483,0,L,human,Epithelial,Adult,cervix,48.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
68,Ag,28.41,-33.33,HaCat,3.555454180043988e-08,70.166115,0,L,human,Keratinocyte,Adult,skin,24.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
69,Ag,28.41,-33.33,HeLa,3.555454180043988e-07,19.86755,0,L,human,Epithelial,Adult,cervix,72.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
70,Ag,28.41,-33.33,HeLa,3.555454180043988e-07,22.251656,0,L,human,Epithelial,Adult,cervix,48.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
71,Ag,28.41,-33.33,HeLa,3.555454180043988e-07,43.311256,0,L,human,Epithelial,Adult,cervix,24.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
72,Ag,28.41,-33.33,HaCat,5.688726688070381e-07,34.201954,0,L,human,Keratinocyte,Adult,skin,24.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
73,Ag,28.41,-33.33,HeLa,2.84436334403519e-07,25.430464,0,L,human,Epithelial,Adult,cervix,72.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
74,Ag,28.41,-33.33,HeLa,2.84436334403519e-07,49.668873,0,L,human,Epithelial,Adult,cervix,24.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
75,Ag,28.41,-33.33,HeLa,2.133272508026393e-07,25.827814,0,L,human,Epithelial,Adult,cervix,72.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
76,Ag,28.41,-33.33,HeLa,2.133272508026393e-07,26.622517,0,L,human,Epithelial,Adult,cervix,48.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
77,Ag,28.41,-33.33,HeLa,2.133272508026393e-07,53.245033,0,L,human,Epithelial,Adult,cervix,24.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
78,Ag,28.41,-33.33,HeLa,1.422181672017595e-07,27.81457,0,L,human,Epithelial,Adult,cervix,72.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
79,Ag,28.41,-33.33,HeLa,1.422181672017595e-07,28.609272,0,L,human,Epithelial,Adult,cervix,48.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
80,Ag,28.41,-33.33,HeLa,1.137745337614076e-07,27.81457,0,L,human,Epithelial,Adult,cervix,72.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
81,Ag,14.7,-20.0,Caco-2,1.027616289471819e-06,18.057663,0,L,human,Epithelial,Adult,colon,24.0,Promegas CTB Assay,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
82,Ag,14.7,-20.0,Caco-2,5.138081447359096e-07,39.30197,0,L,human,Epithelial,Adult,colon,24.0,Promegas CTB Assay,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
83,Ag,14.7,-20.0,Caco-2,2.569040723679548e-07,72.23065,0,L,human,Epithelial,Adult,colon,24.0,Promegas CTB Assay,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
84,Ag,28.41,-33.33,HeLa,3.555454180043988e-07,10.983051,0,L,human,Epithelial,Adult,cervix,24.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
85,Ag,14.7,-20.0,Caco-2,3.596657013151367e-07,43.12595,0,L,human,Epithelial,Adult,colon,24.0,Promegas CTB Assay,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
86,Ag,14.7,-20.0,Caco-2,1.541424434207729e-07,92.2003,0,L,human,Epithelial,Adult,colon,24.0,Promegas CTB Assay,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
87,Ag,36.4,-23.1,KEC,9.137188863135807e-10,84.47542,0,P,human,Epithelial,Adult,skin,24.0,MTS,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
88,Ag,28.41,-33.33,HeLa,2.84436334403519e-07,3.2542372,0,L,human,Epithelial,Adult,cervix,72.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
89,Ag,28.41,-33.33,HeLa,3.555454180043988e-07,4.0677967,0,L,human,Epithelial,Adult,cervix,48.0,MTT,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
90,Ag,14.7,-20.0,Caco-2,5.1380814473590966e-08,96.874054,0,L,human,Epithelial,Adult,colon,24.0,Promegas CTB Assay,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
91,Ag,14.7,-20.0,Caco-2,2.0552325789436383e-08,96.02428,0,L,human,Epithelial,Adult,colon,24.0,Promegas CTB Assay,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
92,Ag,27.02,-18.4,KEC,2.2305750614726665e-08,5.084746,PVP,P,human,Epithelial,Adult,skin,48.0,MTS,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
93,Ag,27.02,-18.4,KEC,2.2305750614726665e-08,17.288136,PVP,P,human,Epithelial,Adult,skin,24.0,MTS,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
94,Ag,27.02,-18.4,KEC,8.918990787342486e-09,32.542374,PVP,P,human,Epithelial,Adult,skin,48.0,MTS,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
95,Ag,27.02,-18.4,KEC,8.918990787342486e-09,75.254234,PVP,P,human,Epithelial,Adult,skin,24.0,MTS,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
96,Ag,27.02,-18.4,KEC,4.467769040041691e-09,77.62712,PVP,P,human,Epithelial,Adult,skin,48.0,MTS,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
97,Ag,28.41,-33.33,HeLa,2.84436334403519e-08,15.833333,0,L,human,Epithelial,Adult,cervix,72.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
98,Ag,28.41,-33.33,HaCat,8.533090032105572e-07,4.680851,0,L,human,Keratinocyte,Adult,skin,72.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
99,Ag,28.41,-33.33,HeLa,5.6887266880703814e-08,7.9166665,0,L,human,Epithelial,Adult,cervix,72.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
100,Ag,28.41,-33.33,HeLa,5.6887266880703814e-08,57.916668,0,L,human,Epithelial,Adult,cervix,24.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
101,Ag,28.41,-33.33,HeLa,5.6887266880703814e-08,10.833333,0,L,human,Epithelial,Adult,cervix,48.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
102,Ag,28.41,-33.33,HeLa,8.533090032105572e-08,67.15232,0,L,human,Epithelial,Adult,cervix,24.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
103,Ag,28.41,-33.33,HaCat,3.555454180043988e-08,100.85107,0,L,human,Keratinocyte,Adult,skin,24.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
104,Ag,27.02,-18.4,KEC,4.467769040041691e-09,95.932205,PVP,P,human,Epithelial,Adult,skin,24.0,MTS,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
105,Ag,27.02,-18.4,KEC,2.233884520020845e-09,102.71186,PVP,P,human,Epithelial,Adult,skin,24.0,MTS,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
106,Ag,36.4,-23.1,KEC,9.123652287042276e-09,7.9791102,0,P,human,Epithelial,Adult,skin,48.0,MTS,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
107,Ag,28.41,-33.33,HaCat,2.84436334403519e-07,20.521173,0,L,human,Keratinocyte,Adult,skin,72.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
108,Ag,28.41,-33.33,HaCat,1.422181672017595e-07,41.49837,0,L,human,Keratinocyte,Adult,skin,24.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
109,Ag,28.41,-33.33,HaCat,7.110908360087976e-08,35.744682,0,L,human,Keratinocyte,Adult,skin,72.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
110,Ag,28.41,-33.33,HaCat,7.110908360087976e-08,38.723404,0,L,human,Keratinocyte,Adult,skin,48.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
111,Ag,28.41,-33.33,HaCat,7.110908360087976e-08,65.106384,0,L,human,Keratinocyte,Adult,skin,24.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
112,Ag,28.41,-33.33,HaCat,3.555454180043988e-08,55.31915,0,L,human,Keratinocyte,Adult,skin,72.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
113,Ag,28.41,-33.33,HaCat,3.555454180043988e-08,62.12766,0,L,human,Keratinocyte,Adult,skin,48.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
114,Ag,28.41,-33.33,HaCat,1.422181672017595e-07,34.468086,0,L,human,Keratinocyte,Adult,skin,24.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
115,Ag,28.41,-33.33,HaCat,1.422181672017595e-07,25.081432,0,L,human,Keratinocyte,Adult,skin,72.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
116,Ag,36.4,-23.1,KEC,9.123652287042276e-09,26.875563,0,P,human,Epithelial,Adult,skin,24.0,MTS,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
117,Ag,36.4,-23.1,KEC,3.648107257207556e-09,84.273,0,P,human,Epithelial,Adult,skin,48.0,MTS,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
118,Ag,36.4,-23.1,KEC,3.648107257207556e-09,77.49469,0,P,human,Epithelial,Adult,skin,24.0,MTS,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
119,Ag,36.4,-23.1,KEC,1.827437772627162e-09,85.56888,0,P,human,Epithelial,Adult,skin,48.0,MTS,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
120,Ag,36.4,-23.1,KEC,1.827437772627162e-09,82.16748,0,P,human,Epithelial,Adult,skin,24.0,MTS,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
121,Ag,36.4,-23.1,KEC,9.137188863135807e-10,85.84981,0,P,human,Epithelial,Adult,skin,48.0,MTS,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
122,Ag,14.7,-20.0,Caco-2,1.027616289471819e-07,100.0607,0,L,human,Epithelial,Adult,colon,24.0,Promegas CTB Assay,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
123,Ag,27.02,-18.4,KEC,2.233884520020845e-09,103.05085,PVP,P,human,Epithelial,Adult,skin,48.0,MTS,TetrazoliumSalt,107.8682,1.93,Ag,1.086666666666667
124,Ag,28.41,-33.33,HaCat,2.84436334403519e-07,14.468085,0,L,human,Keratinocyte,Adult,skin,48.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
125,Ag,28.41,-33.33,HaCat,2.84436334403519e-07,9.361702,0,L,human,Keratinocyte,Adult,skin,72.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
126,Ag,28.41,-33.33,HaCat,5.688726688070381e-07,9.787234,0,L,human,Keratinocyte,Adult,skin,24.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
127,Ag,28.41,-33.33,HaCat,5.688726688070381e-07,8.936171,0,L,human,Keratinocyte,Adult,skin,48.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
128,Ag,28.41,-33.33,HaCat,1.422181672017595e-07,22.553192,0,L,human,Keratinocyte,Adult,skin,48.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
129,Ag,28.41,-33.33,HaCat,1.422181672017595e-07,17.021276,0,L,human,Keratinocyte,Adult,skin,72.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
130,Ag,28.41,-33.33,HaCat,2.84436334403519e-07,23.829786,0,L,human,Keratinocyte,Adult,skin,24.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
131,Ag,28.41,-33.33,HeLa,2.84436334403519e-08,92.5,0,L,human,Epithelial,Adult,cervix,24.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
132,Ag,28.41,-33.33,HaCat,1.422181672017595e-06,4.255319,0,L,human,Keratinocyte,Adult,skin,48.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
133,Ag,28.41,-33.33,HeLa,8.533090032105572e-08,30.198675,0,L,human,Epithelial,Adult,cervix,72.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
134,Ag,28.41,-33.33,HaCat,2.84436334403519e-07,38.762215,0,L,human,Keratinocyte,Adult,skin,24.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
135,Ag,28.41,-33.33,HeLa,2.84436334403519e-08,32.083332,0,L,human,Epithelial,Adult,cervix,48.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
136,Ag,28.41,-33.33,HaCat,1.422181672017595e-06,4.255319,0,L,human,Keratinocyte,Adult,skin,24.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
137,Ag,28.41,-33.33,HaCat,1.137745337614076e-06,3.8297873,0,L,human,Keratinocyte,Adult,skin,72.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
138,Ag,28.41,-33.33,HaCat,1.137745337614076e-06,6.808511,0,L,human,Keratinocyte,Adult,skin,24.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
139,Ag,28.41,-33.33,HeLa,3.555454180043988e-07,0.0,0,L,human,Epithelial,Adult,cervix,48.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
140,Ag,28.41,-33.33,HeLa,2.84436334403519e-07,0.8333333,0,L,human,Epithelial,Adult,cervix,72.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
141,Ag,28.41,-33.33,HeLa,2.84436334403519e-07,0.8333333,0,L,human,Epithelial,Adult,cervix,48.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
142,Ag,28.41,-33.33,HaCat,3.555454180043988e-08,112.638435,0,L,human,Keratinocyte,Adult,skin,24.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
143,Ag,28.41,-33.33,HaCat,7.110908360087976e-08,68.40391,0,L,human,Keratinocyte,Adult,skin,24.0,NR,toluylene red,107.8682,1.93,Ag,1.086666666666667
144,Ag,28.41,-33.33,HeLa,8.533090032105572e-08,2.0833333,0,L,human,Epithelial,Adult,cervix,72.0,AlamarBlue,AlamarBlue,107.8682,1.93,Ag,1.086666666666667
